Date,Open,High,Low,Close,Volume
2020-08-18,20000,22000,20000,22000,262
2020-08-19,25250,25250,25250,25250,1
2020-08-20,21500,29000,21500,29000,13
2020-08-21,25000,25000,24650,24650,446
2020-08-24,22000,22000,22000,22000,65
2020-08-25,22000,22000,22000,22000,0
2020-08-26,25300,25300,25300,25300,1
2020-08-27,29000,29000,29000,29000,10
2020-08-28,28950,28950,28950,28950,1
2020-08-31,32950,32950,32950,32950,1
2020-09-01,32000,32000,32000,32000,1
2020-09-02,32000,32000,32000,32000,1
2020-09-03,36800,36800,27200,27200,4
2020-09-04,31250,31250,31200,31200,2
2020-09-07,31200,31200,26550,26550,14
2020-09-08,23000,23100,23000,23000,22
2020-09-09,20000,26450,20000,26450,21
2020-09-10,25850,25850,25850,25850,100
2020-09-11,29700,29700,29700,29700,1
2020-09-14,29700,29700,28950,28950,200
2020-09-15,28250,28250,28250,28250,100
2020-09-16,27550,27550,27550,27550,100
2020-09-17,26900,26900,26900,26900,100
2020-09-18,26300,26300,26300,26300,100
2020-09-21,25750,25750,25750,25750,100
2020-09-22,25200,25200,25200,25200,100
2020-09-23,24700,24700,24700,24700,100
2020-09-24,24200,24200,24200,24200,100
2020-09-25,23750,23750,23750,23750,101
2020-09-28,20800,20800,20800,20800,1
2020-09-29,20550,20550,20550,20550,100
2020-10-05,17600,18000,17600,18000,52
2020-10-06,18000,18500,17500,18500,201
2020-10-07,18000,19000,17600,19000,201
2020-10-08,18500,19500,17500,19500,202
2020-10-12,18500,18500,18500,18500,100
2020-10-13,18000,18000,15750,15800,136
2020-10-14,15400,15400,13600,13600,102
2020-10-15,11700,11700,11700,11700,10
2020-10-16,9990,9990,9990,9990,1
2020-10-19,11450,11450,8500,8500,21
2020-10-20,8600,8600,8600,8600,117
2020-10-21,9850,9890,9850,9890,5
2020-10-22,11350,11350,9900,9900,2
2020-10-23,10550,11350,9970,9970,102
2020-10-26,11450,11450,10000,10000,2
2020-10-27,10500,10500,10050,10050,101
2020-10-28,10550,11550,10150,10150,102
2020-10-29,10650,10650,10650,10650,100
2020-10-30,11150,11150,11150,11150,100
2020-11-02,11650,12750,11650,12750,101
2020-11-03,13900,13900,13900,13900,11
2020-11-04,13900,13900,11900,11900,319
2020-11-05,12400,13600,12400,13600,101
2020-11-06,15600,15600,15600,15600,1
2020-11-09,15200,16100,15200,16100,101
2020-11-10,18500,18500,15000,15000,6
2020-11-11,17200,17200,17200,17200,1
2020-11-12,16700,16700,16700,16700,100
2020-11-13,16250,16250,14250,14250,101
2020-11-16,14250,16350,14250,14250,44
2020-11-17,14750,16350,13900,13900,304
2020-11-18,14750,15900,13900,15900,301
2020-11-19,15900,18200,15900,18200,101
2020-11-20,20850,20850,19300,19300,2
2020-11-23,18800,19600,18800,19600,101
2020-11-24,19100,20100,19100,20100,101
