Date,Open,High,Low,Close,Volume
2020-04-27,4520,4520,4520,4520,11
2020-04-28,5150,5150,5150,5150,0
2020-04-29,5920,5920,5920,5920,0
2020-05-04,6500,6500,6500,6500,0
2020-05-06,7300,7300,7300,7300,0
2020-05-07,8000,8000,8000,8000,0
2020-05-08,9000,9000,9000,9000,1
2020-05-11,9000,9000,9000,9000,0
2020-05-12,9100,9100,9100,9100,0
2020-05-13,9100,9100,9100,9100,0
2020-05-14,9120,9120,9120,9120,0
2020-05-15,9120,9120,9120,9120,0
2020-05-18,9300,9300,9300,9300,0
2020-05-19,9300,9300,9300,9300,0
2020-05-20,9500,9500,9500,9500,0
2020-05-21,9800,9800,9800,9800,0
2020-05-22,10000,10000,10000,10000,0
2020-05-25,10000,10000,10000,10000,0
2020-05-26,10200,10200,10200,10200,0
2020-05-27,10500,10500,10500,10500,0
2020-05-28,10500,10500,10500,10500,0
2020-05-29,11000,11000,11000,11000,1
2020-06-01,11000,11000,11000,11000,0
2020-06-02,11000,11000,11000,11000,0
2020-06-03,12000,12000,12000,12000,10
2020-06-04,12500,12500,12500,12500,10
2020-06-05,12500,12500,12500,12500,0
2020-06-08,12500,12500,12500,12500,0
2020-06-09,12500,12500,12500,12500,0
2020-06-10,12500,12500,12500,12500,0
2020-06-11,12500,12500,12500,12500,0
2020-06-12,12500,12500,12500,12500,0
2020-06-15,12500,12500,12500,12500,0
2020-06-16,12500,12500,12500,12500,0
2020-06-17,12500,12500,12500,12500,0
2020-06-18,12500,12500,12500,12500,0
2020-06-19,12500,12500,12500,12500,0
2020-06-22,12500,12500,12500,12500,0
2020-06-23,12500,12500,12500,12500,0
2020-06-24,12500,12500,12500,12500,0
2020-06-25,11000,11000,11000,11000,5
2020-06-26,10200,10200,10200,10200,1
2020-06-29,9100,9100,8800,8800,20
2020-06-30,7700,7700,7700,7700,3
2020-07-01,6800,6800,6800,6800,2
2020-07-02,5850,5850,5850,5850,3
2020-07-03,4990,4990,4990,4990,2
2020-07-06,4300,4300,4300,4300,2
2020-07-07,3750,3750,3750,3750,2
2020-07-08,3250,3250,3250,3250,20
2020-07-09,2800,2800,2800,2800,2
